regiao;ano;semanaEpi;casosNovos;obitosNovos;casosAcumulado;obitosAcumulado;populacao;data_inicio
Sul;2021;11;118428;4140;794443.0;16814;11433957.0;2021-03-08
Sul;2021;12;111884;4101;833786.0;18680;11433957.0;2021-03-15
Sul;2021;13;76275;3659;859253.0;20436;11433957.0;2021-03-22
Sul;2021;14;73998;3942;890558.0;21864;11433957.0;2021-03-29
Sul;2021;15;74798;3148;920426.0;23121;11433957.0;2021-04-05
Sul;2021;16;67136;2772;948425.0;24152;11433957.0;2021-04-12
Sul;2021;17;74349;2519;979807.0;25086;11433957.0;2021-04-19
Sul;2021;18;76764;2477;1007208.0;25901;11433957.0;2021-04-26
Sul;2021;19;77438;1943;1031239.0;26657;11433957.0;2021-05-03
Sul;2021;20;88636;2013;1059503.0;27399;11433957.0;2021-05-10
Sul;2021;21;72875;1984;1089777.0;28105;11433957.0;2021-05-17
Sul;2021;22;71234;1712;1115638.0;28765;11433957.0;2021-05-24
Sul;2021;23;91276;2286;1148015.0;29613;11433957.0;2021-05-31
Sul;2021;24;100303;3005;1192936.0;30372;11433957.0;2021-06-07
Sul;2021;25;117979;1557;1264321.0;31077;11433957.0;2021-06-14
Sul;2021;26;74009;1814;1300485.0;31686;11433957.0;2021-06-21
Sul;2021;27;61316;1900;1324251.0;32398;11433957.0;2021-06-28
Sul;2021;28;52732;1966;1343827.0;33680;11433957.0;2021-07-05
Sul;2021;29;108129;1225;1360016.0;34264;11433957.0;2021-07-12
Sul;2021;30;46614;1472;1379001.0;35233;11433957.0;2021-07-19
Sul;2021;31;44418;974;1401131.0;35774;11433957.0;2021-07-26
Sul;2021;32;32558;1007;1414605.0;36432;11433957.0;2021-08-02
Sul;2021;33;46514;851;1440654.0;36911;11433957.0;2021-08-09
Sul;2021;34;30920;800;1454459.0;37365;11433957.0;2021-08-16
Sul;2021;35;24652;675;1466759.0;37721;11433957.0;2021-08-23
Sul;2021;36;22089;569;1476317.0;38027;11433957.0;2021-08-30
Sul;2021;37;23470;677;1488604.0;38407;11433957.0;2021-09-06
Sul;2021;38;37610;694;1502370.0;38837;11433957.0;2021-09-13
Sul;2021;39;26320;608;1515046.0;39161;11433957.0;2021-09-20
Sul;2021;40;25062;570;1526276.0;39510;11433957.0;2021-09-27
Sul;2021;41;18166;515;1534935.0;39793;11433957.0;2021-10-04
Sul;2021;42;20017;624;1544288.0;40186;11433957.0;2021-10-11
Sul;2021;43;23776;566;1553985.0;40503;11433957.0;2021-10-18
Sul;2021;44;18634;331;1561863.0;40611;11433957.0;2021-10-25
Sul;2021;45;17988;369;1568932.0;40706;11433957.0;2021-11-01
Sul;2021;46;11860;253;1572303.0;40749;11433957.0;2021-11-08
Sul;2021;47;14021;224;1577632.0;40771;11433957.0;2021-11-15
Sul;2021;48;12911;218;1581863.0;40807;11433957.0;2021-11-22
Sul;2021;49;11909;147;1587725.0;40829;11433957.0;2021-11-29
Sul;2021;50;6635;150;1592434.0;40855;11433957.0;2021-12-06
Sul;2021;51;3866;98;1594979.0;40877;11433957.0;2021-12-13
Sul;2021;52;14733;89;1598302.0;40889;11433957.0;2021-12-20
Sul;2021;53;10383;131;496524.0;8934;11433957.0;2020-12-28
Sul;2022;1;68284;96;1626381.0;40912;11433957.0;2021-12-27
Sul;2022;2;157899;103;1693867.0;40931;11433957.0;2022-01-03
Sul;2022;3;282274;259;1804018.0;40982;11433957.0;2022-01-10
Sul;2022;4;336432;602;1941986.0;41185;11433957.0;2022-01-17
Sul;2022;5;309093;768;2080186.0;41423;11433957.0;2022-01-24
Sul;2022;6;243713;932;2186697.0;41743;11433957.0;2022-01-31
Sul;2022;7;200473;825;2268412.0;42040;11433957.0;2022-02-07
Sul;2022;8;146229;786;2325021.0;42281;11433957.0;2022-02-14
Sul;2022;9;79636;527;2354860.0;42474;11433957.0;2022-02-21
Sul;2022;10;72631;505;2379905.0;42655;11433957.0;2022-02-28
Sul;2022;11;53409;375;2395931.0;42800;11433957.0;2022-03-07
Sul;2022;12;45303;237;2407125.0;42894;11433957.0;2022-03-14
Sul;2022;13;35756;161;2417504.0;42933;11433957.0;2022-03-21
Sul;2022;14;31219;147;2426507.0;42978;11433957.0;2022-03-28
Sul;2022;15;26871;127;2434237.0;43035;11433957.0;2022-04-04
Sul;2022;16;26935;108;2442595.0;43075;11433957.0;2022-04-11
Sul;2022;17;33912;101;2455420.0;43101;11433957.0;2022-04-18
Sul;2022;18;38152;86;2470510.0;43140;11433957.0;2022-04-25
Sul;2022;19;50250;124;2489143.0;43191;11433957.0;2022-05-02
Sul;2022;20;43745;125;2510336.0;43247;11433957.0;2022-05-09
Sul;2022;21;57032;148;2521915.0;43317;11433957.0;2022-05-16
Sul;2022;22;70906;183;2548210.0;43399;11433957.0;2022-05-23
Sul;2022;23;62336;274;2569772.0;43473;11433957.0;2022-05-30
Sul;2022;24;47517;191;2586384.0;43525;11433957.0;2022-06-06
Sul;2022;25;60447;302;2608725.0;43651;11433957.0;2022-06-13
Sul;2022;26;58358;324;2631251.0;43818;11433957.0;2022-06-20
Sul;2022;27;53431;385;2649452.0;44030;11433957.0;2022-06-27
Sul;2022;28;51463;341;2665907.0;44216;11433957.0;2022-07-04
Sul;2022;29;44837;276;2680215.0;44370;11433957.0;2022-07-11
Sul;2022;30;42577;261;2692520.0;44505;11433957.0;2022-07-18
Sul;2022;31;38279;266;2704187.0;44644;11433957.0;2022-07-25
Sul;2022;32;32981;375;2715889.0;44869;11433957.0;2022-08-01
Sul;2022;33;28668;172;2724678.0;44932;11433957.0;2022-08-08
Sul;2022;34;24851;272;2731877.0;45092;11433957.0;2022-08-15
Sul;2022;35;19667;147;2737312.0;45145;11433957.0;2022-08-22
Sul;2022;36;12915;103;2741166.0;45186;11433957.0;2022-08-29
Sul;2022;37;10555;126;2744258.0;45255;11433957.0;2022-09-05
Sul;2022;38;9359;111;2746689.0;45311;11433957.0;2022-09-12
Sul;2022;39;7475;92;2748520.0;45348;11433957.0;2022-09-19
Sul;2022;40;6336;60;2750019.0;45368;11433957.0;2022-09-26
Sul;2022;41;4857;47;2750989.0;45378;11433957.0;2022-10-03
Sul;2022;42;6249;49;2752192.0;45412;11433957.0;2022-10-10
Sul;2022;43;6323;41;2753364.0;45439;11433957.0;2022-10-17
Sul;2022;44;4511;30;2754310.0;45454;11433957.0;2022-10-24
Sul;2022;45;7977;24;2756167.0;45458;11433957.0;2022-10-31
Sul;2022;46;13770;34;2760620.0;45465;11433957.0;2022-11-07
Sul;2022;47;27635;67;2771289.0;45490;11433957.0;2022-11-14
Sul;2022;48;42548;77;2786601.0;45523;11433957.0;2022-11-21
Sul;2022;49;53471;117;2804624.0;45569;11433957.0;2022-11-28
Sul;2022;50;66402;129;2834101.0;45621;11433957.0;2022-12-05
Sul;2022;51;57660;147;2863136.0;45671;11433957.0;2022-12-12
Sul;2022;52;56159;147;2895571.0;45718;11433957.0;2021-12-27
Sul;2023;1;40684;206;3089762.0;46758;11433957.0;2022-12-26
Sul;2023;2;42808;137;2931576.0;45873;11433957.0;2023-01-02
Sul;2023;3;21395;155;2940791.0;45929;11433957.0;2023-01-09
Sul;2023;4;12549;57;2947133.0;45957;11433957.0;2023-01-16
Sul;2023;5;8866;108;2951318.0;45962;11433957.0;2023-01-23
Sul;2023;6;7464;55;2953628.0;45973;11433957.0;2023-01-30
Sul;2023;7;6763;36;2956658.0;45973;11433957.0;2023-02-06
Sul;2023;8;5489;51;2958495.0;46004;11433957.0;2023-02-13
Sul;2023;9;10325;35;2962414.0;46022;11433957.0;2023-02-20
Sul;2023;10;10042;26;2966100.0;46033;11433957.0;2023-02-27
Sul;2023;11;19645;32;2974090.0;46051;11433957.0;2023-03-06
Sul;2023;12;14795;64;2982783.0;46085;11433957.0;2023-03-13
Sul;2023;13;14861;32;2991258.0;46094;11433957.0;2023-03-20
Sul;2023;14;15278;86;3001676.0;46147;11433957.0;2023-03-27
Sul;2023;15;15314;101;3012467.0;46200;11433957.0;2023-04-03
Sul;2023;16;11496;102;3020490.0;46253;11433957.0;2023-04-10
Sul;2023;17;9792;119;3027358.0;46322;11433957.0;2023-04-17
Sul;2023;18;6917;58;3032069.0;46338;11433957.0;2023-04-24
Sul;2023;19;7763;52;3036116.0;46344;11433957.0;2023-05-01
Sul;2023;20;6039;37;3039495.0;46344;11433957.0;2023-05-08
Sul;2023;21;5203;49;3041975.0;46353;11433957.0;2023-05-15
Sul;2023;22;4347;61;3043635.0;46381;11433957.0;2023-05-22
Sul;2023;23;2869;49;3044735.0;46396;11433957.0;2023-05-29
Sul;2023;24;3260;43;3045990.0;46398;11433957.0;2023-06-05
Sul;2023;25;2978;38;3047205.0;46417;11433957.0;2023-06-12
Sul;2023;26;2488;31;3048390.0;46419;11433957.0;2023-06-19
Sul;2023;27;1708;25;3049322.0;46428;11433957.0;2023-06-26
Sul;2023;28;1386;24;3049896.0;46435;11433957.0;2023-07-03
Sul;2023;29;1493;39;3050534.0;46441;11433957.0;2023-07-10
Sul;2023;30;941;7;3050534.0;46445;11433957.0;2023-07-17
Sul;2023;31;2925;16;3051755.0;46450;11433957.0;2023-07-24
Sul;2023;32;1348;22;3052193.0;46459;11433957.0;2023-07-31
Sul;2023;33;1464;17;3052689.0;46464;11433957.0;2023-08-07
Sul;2023;34;1862;33;3053246.0;46493;11433957.0;2023-08-14
Sul;2023;35;1554;5;3053735.0;46493;11433957.0;2023-08-21
Sul;2023;36;1355;44;3054250.0;46492;11433957.0;2023-08-28
Sul;2023;37;2452;9;3054988.0;46499;11433957.0;2023-09-04
Sul;2023;38;2814;28;3055788.0;46517;11433957.0;2023-09-11
Sul;2023;39;3292;25;3056732.0;46531;11433957.0;2023-09-18
Sul;2023;40;3849;16;3057745.0;46537;11433957.0;2023-09-25
Sul;2023;41;3938;32;3059081.0;46566;11433957.0;2023-10-02
Sul;2023;42;7552;48;3061643.0;46611;11433957.0;2023-10-09
Sul;2023;43;12405;87;3065310.0;46669;11433957.0;2023-10-16
Sul;2023;44;8203;40;3068773.0;46696;11433957.0;2023-10-23
Sul;2023;45;11458;65;3072778.0;46731;11433957.0;2023-10-30
Sul;2023;46;8552;52;3075779.0;46758;11433957.0;2023-11-06
Sul;2023;47;5349;35;3078764.0;46758;11433957.0;2023-11-13
Sul;2023;48;4674;19;3081637.0;46758;11433957.0;2023-11-20
Sul;2023;49;3669;28;3083803.0;46758;11433957.0;2023-11-27
Sul;2023;50;3718;18;3085837.0;46758;11433957.0;2023-12-04
Sul;2023;51;1156;6;3085837.0;46758;11433957.0;2023-12-11
Sul;2023;52;4658;31;3089762.0;46758;11433957.0;2023-12-18
Sul;2024;1;2439;14;3157061.0;47106;11433957.0;2024-01-01
Sul;2024;2;6306;49;3092921.0;46793;11433957.0;2024-01-01
Sul;2024;3;3196;28;3094151.0;46808;11433957.0;2024-01-08
Sul;2024;4;3932;34;3095548.0;46826;11433957.0;2024-01-15
Sul;2024;5;4983;26;3097480.0;46844;11433957.0;2024-01-22
Sul;2024;6;3766;22;3097480.0;46860;11433957.0;2024-01-29
Sul;2024;7;6929;65;3101370.0;46868;11433957.0;2024-02-05
Sul;2024;8;11048;28;3105218.0;46872;11433957.0;2024-02-12
Sul;2024;9;13400;30;3110986.0;46882;11433957.0;2024-02-19
Sul;2024;10;14411;21;3118025.0;46882;11433957.0;2024-02-26
Sul;2024;11;13205;49;3124933.0;46906;11433957.0;2024-03-04
Sul;2024;12;8746;61;3129343.0;46916;11433957.0;2024-03-11
Sul;2024;13;3416;16;3129343.0;46921;11433957.0;2024-03-18
Sul;2024;14;7838;63;3134185.0;46930;11433957.0;2024-03-25
Sul;2024;15;3470;18;3135418.0;46930;11433957.0;2024-04-01
Sul;2024;16;932;8;3135418.0;46937;11433957.0;2024-04-08
Sul;2024;17;2398;37;3137025.0;46939;11433957.0;2024-04-15
Sul;2024;18;1234;14;3137589.0;46944;11433957.0;2024-04-22
Sul;2024;19;625;2;3137589.0;46946;11433957.0;2024-04-29
Sul;2024;20;1003;12;3137589.0;46949;11433957.0;2024-05-06
Sul;2024;21;743;-17;3137589.0;46949;11433957.0;2024-05-13
Sul;2024;22;834;15;3137840.0;46933;11433957.0;2024-05-20
Sul;2024;23;734;8;3137933.0;46933;11433957.0;2024-05-27
Sul;2024;24;488;23;3137958.0;46935;11433957.0;2024-06-03
Sul;2024;25;859;12;3138146.0;46941;11433957.0;2024-06-10
Sul;2024;26;610;12;3138340.0;46945;11433957.0;2024-06-17
Sul;2024;27;649;6;3138540.0;46947;11433957.0;2024-06-24
Sul;2024;28;581;3;3138657.0;46947;11433957.0;2024-07-01
Sul;2024;29;717;0;3138807.0;46947;11433957.0;2024-07-08
Sul;2024;30;708;-1;3139046.0;46947;11433957.0;2024-07-15
Sul;2024;31;125;2;3139171.0;46946;11433957.0;2024-07-22
Sul;2024;32;1071;6;3139171.0;46951;11433957.0;2024-07-29
Sul;2024;33;341;3;3139413.0;46951;11433957.0;2024-08-05
Sul;2024;34;2029;-3;3139568.0;46951;11433957.0;2024-08-12
Sul;2024;35;714;-2;3139634.0;46945;11433957.0;2024-08-19
Sul;2024;36;1273;18;3139873.0;46955;11433957.0;2024-08-26
Sul;2024;37;1073;6;3140217.0;46959;11433957.0;2024-09-02
Sul;2024;38;2580;68;3140656.0;47019;11433957.0;2024-09-09
Sul;2024;39;2045;1;3141418.0;47019;11433957.0;2024-09-16
Sul;2024;40;553;9;3141967.0;47015;11433957.0;2024-09-23
Sul;2024;41;1613;15;3142699.0;47015;11433957.0;2024-09-30
Sul;2024;42;1423;5;3143558.0;47015;11433957.0;2024-10-07
Sul;2024;43;3996;9;3144616.0;47021;11433957.0;2024-10-14
Sul;2024;44;1727;26;3144956.0;47029;11433957.0;2024-10-21
Sul;2024;45;4083;4;3147397.0;47030;11433957.0;2024-10-28
Sul;2024;46;2520;1;3148629.0;47031;11433957.0;2024-11-04
Sul;2024;47;2738;48;3150006.0;47044;11433957.0;2024-11-11
Sul;2024;48;5466;24;3151325.0;47052;11433957.0;2024-11-18
Sul;2024;49;3092;63;3152775.0;47106;11433957.0;2024-11-25
Sul;2024;50;2480;15;3154259.0;47106;11433957.0;2024-12-02
Sul;2024;51;697;2;3154259.0;47106;11433957.0;2024-12-09
Sul;2024;52;3100;38;3157061.0;47106;11433957.0;2024-12-16
Sul;2025;1;154;12;3157174.0;47106;11433957.0;2024-12-30
Sul;2025;2;2370;-23;3158410.0;47106;11433957.0;2024-12-30
Sul;2025;3;1618;6;3159283.0;47078;11433957.0;2025-01-06
Sul;2025;4;863;23;3159839.0;47070;11433957.0;2025-01-13
Sul;2025;5;688;12;3160252.0;47070;11433957.0;2025-01-20
Sul;2025;6;632;4;3160590.0;47070;11433957.0;2025-01-27
Sul;2025;7;1477;18;3160996.0;47079;11433957.0;2025-02-03
Sul;2025;8;1535;11;3161321.0;47080;11433957.0;2025-02-10
Sul;2025;9;2161;13;3161634.0;47082;11433957.0;2025-02-17
Sul;2025;10;1000;7;3162117.0;47082;11433957.0;2025-02-24
Sul;2025;11;812;10;3162568.0;47082;11433957.0;2025-03-03
Sul;2025;12;848;7;3163143.0;47082;11433957.0;2025-03-10
Sul;2025;13;644;7;3163584.0;47082;11433957.0;2025-03-17
Sul;2025;14;421;4;3163903.0;47082;11433957.0;2025-03-24
Sul;2025;15;266;21;3164091.0;47082;11433957.0;2025-03-31
Sul;2025;16;291;1;3164256.0;47082;11433957.0;2025-04-07
Sul;2025;17;243;8;3164436.0;47082;11433957.0;2025-04-14
Sul;2025;18;166;4;3164561.0;47082;11433957.0;2025-04-21
Sul;2025;19;216;2;3164720.0;47082;11433957.0;2025-04-28
Sul;2025;20;220;0;3164864.0;47082;11433957.0;2025-05-05
Sul;2025;21;347;-1;3165074.0;47082;11433957.0;2025-05-12
Sul;2025;22;310;3;3165306.0;47082;11433957.0;2025-05-19
Sul;2025;23;176;7;3165400.0;47082;11433957.0;2025-05-26
Sul;2025;24;314;2;3165505.0;47082;11433957.0;2025-06-02
Sul;2025;25;229;2;3165643.0;47082;11433957.0;2025-06-09
Sul;2025;26;242;4;3165771.0;47082;11433957.0;2025-06-16
Sul;2025;27;187;5;3165868.0;47082;11433957.0;2025-06-23
Sul;2025;28;232;1;3165999.0;47082;11433957.0;2025-06-30
Sul;2025;29;146;0;3166085.0;47082;11433957.0;2025-07-07
Sul;2025;30;156;0;3166172.0;47082;11433957.0;2025-07-14
Sul;2025;31;202;3;3166286.0;47082;11433957.0;2025-07-21
Sul;2025;32;289;2;3166390.0;47082;11433957.0;2025-07-28
Sul;2025;33;426;0;3166549.0;47082;11433957.0;2025-08-04
Sul;2025;34;524;0;3166765.0;47082;11433957.0;2025-08-11
Sul;2025;35;618;2;3167035.0;47082;11433957.0;2025-08-18
Sul;2025;36;0;0;3167035.0;47082;11433957.0;2025-08-25
