estado;ano;semanaEpi;casosNovos;obitosNovos;casosAcumulado;obitosAcumulado;populacao;data_inicio
AC;2020;9;0;0;0.0;0;881935.0;2020-02-24
AC;2020;10;0;0;0.0;0;881935.0;2020-02-24
AC;2020;11;0;0;0.0;0;881935.0;2020-03-02
AC;2020;12;9;0;9.0;0;881935.0;2020-03-09
AC;2020;13;16;0;25.0;0;881935.0;2020-03-16
AC;2020;14;21;0;46.0;0;881935.0;2020-03-23
AC;2020;15;26;2;72.0;2;881935.0;2020-03-30
AC;2020;16;70;3;142.0;5;881935.0;2020-04-06
AC;2020;17;116;6;258.0;11;881935.0;2020-04-13
AC;2020;18;295;10;553.0;21;881935.0;2020-04-20
AC;2020;19;782;18;1335.0;39;881935.0;2020-04-27
AC;2020;20;532;20;1867.0;59;881935.0;2020-05-04
AC;2020;21;2000;28;3867.0;87;881935.0;2020-05-11
AC;2020;22;2205;55;6072.0;142;881935.0;2020-05-18
AC;2020;23;1453;59;7525.0;201;881935.0;2020-05-25
AC;2020;24;2009;55;9534.0;256;881935.0;2020-06-01
AC;2020;25;1729;41;11263.0;297;881935.0;2020-06-08
AC;2020;26;1650;54;12913.0;351;881935.0;2020-06-15
AC;2020;27;1574;40;14487.0;391;881935.0;2020-06-22
AC;2020;28;1593;28;16080.0;419;881935.0;2020-06-29
AC;2020;29;1122;38;17202.0;457;881935.0;2020-07-06
AC;2020;30;1455;26;18657.0;483;881935.0;2020-07-13
AC;2020;31;1273;52;19930.0;535;881935.0;2020-07-20
AC;2020;32;1568;24;21498.0;559;881935.0;2020-07-27
AC;2020;33;1018;17;22516.0;576;881935.0;2020-08-03
AC;2020;34;1149;22;23665.0;598;881935.0;2020-08-10
AC;2020;35;936;10;24601.0;608;881935.0;2020-08-17
AC;2020;36;807;16;25408.0;624;881935.0;2020-08-24
AC;2020;37;740;13;26148.0;637;881935.0;2020-08-31
AC;2020;38;913;11;27061.0;648;881935.0;2020-09-07
AC;2020;39;798;8;27859.0;656;881935.0;2020-09-14
AC;2020;40;803;11;28662.0;667;881935.0;2020-09-21
AC;2020;41;369;7;29031.0;674;881935.0;2020-09-28
AC;2020;42;662;5;29693.0;679;881935.0;2020-10-05
AC;2020;43;524;7;30217.0;686;881935.0;2020-10-12
AC;2020;44;579;7;30796.0;693;881935.0;2020-10-19
AC;2020;45;779;6;31575.0;699;881935.0;2020-10-26
AC;2020;46;1416;9;32991.0;708;881935.0;2020-11-02
AC;2020;47;1444;5;34435.0;713;881935.0;2020-11-09
AC;2020;48;1485;10;35920.0;723;881935.0;2020-11-16
AC;2020;49;1357;9;37277.0;732;881935.0;2020-11-23
AC;2020;50;1086;17;38363.0;749;881935.0;2020-11-30
AC;2020;51;1506;9;39869.0;758;881935.0;2020-12-07
AC;2020;52;867;22;40736.0;780;881935.0;2020-12-14
AC;2020;53;884;15;41620.0;795;881935.0;2020-12-21
AC;2021;1;967;25;42908.0;823;881935.0;2020-12-28
AC;2021;2;1713;12;44621.0;835;881935.0;2021-01-04
AC;2021;3;1618;13;46239.0;848;881935.0;2021-01-11
AC;2021;4;2108;16;48347.0;864;881935.0;2021-01-18
AC;2021;5;2107;22;50454.0;886;881935.0;2021-01-25
AC;2021;6;2466;31;52920.0;917;881935.0;2021-02-01
AC;2021;7;1823;40;54743.0;957;881935.0;2021-02-08
AC;2021;8;2594;39;57337.0;996;881935.0;2021-02-15
AC;2021;9;2732;58;60069.0;1054;881935.0;2021-02-22
AC;2021;10;2263;63;62332.0;1117;881935.0;2021-03-01
AC;2021;11;2943;59;65275.0;1176;881935.0;2021-03-08
AC;2021;12;3300;53;68575.0;1229;881935.0;2021-03-15
AC;2021;13;2487;55;71062.0;1284;881935.0;2021-03-22
AC;2021;14;2213;55;73275.0;1339;881935.0;2021-03-29
AC;2021;15;2059;66;75334.0;1405;881935.0;2021-04-05
AC;2021;16;1269;71;76603.0;1476;881935.0;2021-04-12
AC;2021;17;1413;58;78016.0;1534;881935.0;2021-04-19
AC;2021;18;1260;51;79276.0;1585;881935.0;2021-04-26
AC;2021;19;1062;27;80338.0;1612;881935.0;2021-05-03
AC;2021;20;1010;21;81348.0;1633;881935.0;2021-05-10
AC;2021;21;859;24;82207.0;1657;881935.0;2021-05-17
AC;2021;22;1033;29;83240.0;1686;881935.0;2021-05-24
AC;2021;23;864;21;84104.0;1707;881935.0;2021-05-31
AC;2021;24;708;22;84812.0;1729;881935.0;2021-06-07
AC;2021;25;571;7;85383.0;1736;881935.0;2021-06-14
AC;2021;26;488;10;85871.0;1746;881935.0;2021-06-21
AC;2021;27;583;20;86454.0;1766;881935.0;2021-06-28
AC;2021;28;210;10;86664.0;1776;881935.0;2021-07-05
AC;2021;29;272;20;86936.0;1796;881935.0;2021-07-12
AC;2021;30;205;3;87141.0;1799;881935.0;2021-07-19
AC;2021;31;248;5;87389.0;1804;881935.0;2021-07-26
AC;2021;32;98;3;87487.0;1807;881935.0;2021-08-02
AC;2021;33;191;2;87678.0;1809;881935.0;2021-08-09
AC;2021;34;124;4;87802.0;1813;881935.0;2021-08-16
AC;2021;35;73;1;87875.0;1814;881935.0;2021-08-23
AC;2021;36;32;2;87907.0;1816;881935.0;2021-08-30
AC;2021;37;23;1;87930.0;1817;881935.0;2021-09-06
AC;2021;38;8;19;87938.0;1836;881935.0;2021-09-13
AC;2021;39;-12;2;87940.0;1838;881935.0;2021-09-20
AC;2021;40;18;2;87944.0;1840;881935.0;2021-09-27
AC;2021;41;61;2;88005.0;1842;881935.0;2021-10-04
AC;2021;42;19;2;88024.0;1844;881935.0;2021-10-11
AC;2021;43;26;1;88050.0;1845;881935.0;2021-10-18
AC;2021;44;16;0;88066.0;1845;881935.0;2021-10-25
AC;2021;45;38;0;88104.0;1845;881935.0;2021-11-01
AC;2021;46;30;0;88134.0;1845;881935.0;2021-11-08
AC;2021;47;69;1;88203.0;1846;881935.0;2021-11-15
AC;2021;48;25;3;88228.0;1849;881935.0;2021-11-22
AC;2021;49;44;0;88272.0;1849;881935.0;2021-11-29
AC;2021;50;57;1;88329.0;1850;881935.0;2021-12-06
AC;2021;51;44;0;88373.0;1850;881935.0;2021-12-13
AC;2021;52;11;1;88384.0;1851;881935.0;2021-12-20
AC;2021;53;321;3;41941.0;798;881935.0;2020-12-28
AC;2022;1;17;1;88403.0;1852;881935.0;2021-12-27
AC;2022;2;1232;2;89635.0;1854;881935.0;2022-01-03
AC;2022;3;3898;1;93533.0;1855;881935.0;2022-01-10
AC;2022;4;4296;11;97829.0;1866;881935.0;2022-01-17
AC;2022;5;8045;28;105874.0;1894;881935.0;2022-01-24
AC;2022;6;4556;23;110430.0;1917;881935.0;2022-01-31
AC;2022;7;5792;36;116222.0;1953;881935.0;2022-02-07
AC;2022;8;4347;16;120569.0;1969;881935.0;2022-02-14
AC;2022;9;1949;11;122518.0;1980;881935.0;2022-02-21
AC;2022;10;852;8;123370.0;1988;881935.0;2022-02-28
AC;2022;11;297;2;123667.0;1990;881935.0;2022-03-07
AC;2022;12;110;2;123777.0;1992;881935.0;2022-03-14
AC;2022;13;36;1;123813.0;1993;881935.0;2022-03-21
AC;2022;14;12;2;123825.0;1995;881935.0;2022-03-28
AC;2022;15;529;1;124354.0;1996;881935.0;2022-04-04
AC;2022;16;279;2;124633.0;1998;881935.0;2022-04-11
AC;2022;17;288;4;124921.0;2002;881935.0;2022-04-18
AC;2022;18;48;0;124969.0;2002;881935.0;2022-04-25
AC;2022;19;1;0;124970.0;2002;881935.0;2022-05-02
AC;2022;20;4;0;124974.0;2002;881935.0;2022-05-09
AC;2022;21;1;0;124975.0;2002;881935.0;2022-05-16
AC;2022;22;136;0;125111.0;2002;881935.0;2022-05-23
AC;2022;23;65;0;125176.0;2002;881935.0;2022-05-30
AC;2022;24;76;0;125252.0;2002;881935.0;2022-06-06
AC;2022;25;249;0;125501.0;2002;881935.0;2022-06-13
AC;2022;26;1403;2;126904.0;2004;881935.0;2022-06-20
AC;2022;27;3000;2;129904.0;2006;881935.0;2022-06-27
AC;2022;28;4962;3;134866.0;2009;881935.0;2022-07-04
AC;2022;29;4307;1;139173.0;2010;881935.0;2022-07-11
AC;2022;30;4008;8;143181.0;2018;881935.0;2022-07-18
AC;2022;31;2306;3;145487.0;2021;881935.0;2022-07-25
AC;2022;32;2025;4;147512.0;2025;881935.0;2022-08-01
AC;2022;33;758;2;148270.0;2027;881935.0;2022-08-08
AC;2022;34;627;0;148897.0;2027;881935.0;2022-08-15
AC;2022;35;327;0;149224.0;2027;881935.0;2022-08-22
AC;2022;36;186;0;149410.0;2027;881935.0;2022-08-29
AC;2022;37;159;2;149569.0;2029;881935.0;2022-09-05
AC;2022;38;99;0;149668.0;2029;881935.0;2022-09-12
AC;2022;39;62;0;149730.0;2029;881935.0;2022-09-19
AC;2022;40;26;0;149756.0;2029;881935.0;2022-09-26
AC;2022;41;0;0;149756.0;2029;881935.0;2022-10-03
AC;2022;42;0;0;149756.0;2029;881935.0;2022-10-10
AC;2022;43;0;0;149756.0;2029;881935.0;2022-10-17
AC;2022;44;160;0;149916.0;2029;881935.0;2022-10-24
AC;2022;45;175;0;150091.0;2029;881935.0;2022-10-31
AC;2022;46;2603;0;152694.0;2029;881935.0;2022-11-07
AC;2022;47;901;0;153595.0;2029;881935.0;2022-11-14
AC;2022;48;1076;3;154671.0;2032;881935.0;2022-11-21
AC;2022;49;1220;0;155891.0;2032;881935.0;2022-11-28
AC;2022;50;1407;3;157298.0;2035;881935.0;2022-12-05
AC;2022;51;482;1;157780.0;2036;881935.0;2022-12-12
AC;2022;52;891;4;158669.0;2040;881935.0;2021-12-27
AC;2023;1;958;1;166045.0;2067;881935.0;2022-12-26
AC;2023;2;253;0;159880.0;2041;881935.0;2023-01-02
AC;2023;3;231;0;160111.0;2041;881935.0;2023-01-09
AC;2023;4;52;0;160163.0;2041;881935.0;2023-01-16
AC;2023;5;30;2;160193.0;2043;881935.0;2023-01-23
AC;2023;6;68;0;160261.0;2043;881935.0;2023-01-30
AC;2023;7;67;0;160328.0;2043;881935.0;2023-02-06
AC;2023;8;54;0;160382.0;2043;881935.0;2023-02-13
AC;2023;9;70;0;160452.0;2043;881935.0;2023-02-20
AC;2023;10;78;0;160530.0;2043;881935.0;2023-02-27
AC;2023;11;148;1;160678.0;2044;881935.0;2023-03-06
AC;2023;12;317;0;160995.0;2044;881935.0;2023-03-13
AC;2023;13;322;0;161317.0;2044;881935.0;2023-03-20
AC;2023;14;15;1;161332.0;2045;881935.0;2023-03-27
AC;2023;15;746;0;162078.0;2045;881935.0;2023-04-03
AC;2023;16;376;2;162454.0;2047;881935.0;2023-04-10
AC;2023;17;333;4;162787.0;2051;881935.0;2023-04-17
AC;2023;18;313;3;163100.0;2054;881935.0;2023-04-24
AC;2023;19;236;0;163336.0;2054;881935.0;2023-05-01
AC;2023;20;131;2;163467.0;2056;881935.0;2023-05-08
AC;2023;21;166;2;163633.0;2058;881935.0;2023-05-15
AC;2023;22;4;0;163637.0;2058;881935.0;2023-05-22
AC;2023;23;0;0;163637.0;2058;881935.0;2023-05-29
AC;2023;24;133;0;163770.0;2058;881935.0;2023-06-05
AC;2023;25;98;4;163868.0;2062;881935.0;2023-06-12
AC;2023;26;0;0;163868.0;2062;881935.0;2023-06-19
AC;2023;27;4;0;163872.0;2062;881935.0;2023-06-26
AC;2023;28;0;0;163872.0;2062;881935.0;2023-07-03
AC;2023;29;87;1;163959.0;2063;881935.0;2023-07-10
AC;2023;30;0;0;163959.0;2063;881935.0;2023-07-17
AC;2023;31;0;0;163959.0;2063;881935.0;2023-07-24
AC;2023;32;0;0;163959.0;2063;881935.0;2023-07-31
AC;2023;33;11;0;163970.0;2063;881935.0;2023-08-07
AC;2023;34;0;0;163970.0;2063;881935.0;2023-08-14
AC;2023;35;0;0;163970.0;2063;881935.0;2023-08-21
AC;2023;36;5;0;163975.0;2063;881935.0;2023-08-28
AC;2023;37;4;1;163979.0;2064;881935.0;2023-09-04
AC;2023;38;120;0;164099.0;2064;881935.0;2023-09-11
AC;2023;39;2;0;164101.0;2064;881935.0;2023-09-18
AC;2023;40;18;0;164119.0;2064;881935.0;2023-09-25
AC;2023;41;0;0;164119.0;2064;881935.0;2023-10-02
AC;2023;42;0;0;164119.0;2064;881935.0;2023-10-09
AC;2023;43;0;0;164119.0;2064;881935.0;2023-10-16
AC;2023;44;175;0;164294.0;2064;881935.0;2023-10-23
AC;2023;45;161;0;164455.0;2064;881935.0;2023-10-30
AC;2023;46;0;0;164455.0;2064;881935.0;2023-11-06
AC;2023;47;143;2;164598.0;2066;881935.0;2023-11-13
AC;2023;48;683;1;165281.0;2067;881935.0;2023-11-20
AC;2023;49;-265;0;165281.0;2067;881935.0;2023-11-27
AC;2023;50;0;0;165016.0;2067;881935.0;2023-12-04
AC;2023;51;1029;0;166045.0;2067;881935.0;2023-12-11
AC;2023;52;0;0;166045.0;2067;881935.0;2023-12-18
AC;2024;1;1485;3;169893.0;2085;881935.0;2024-01-01
AC;2024;2;170;0;167700.0;2070;881935.0;2024-01-01
AC;2024;3;312;5;168012.0;2075;881935.0;2024-01-08
AC;2024;4;0;0;168012.0;2075;881935.0;2024-01-15
AC;2024;5;0;0;168012.0;2075;881935.0;2024-01-22
AC;2024;6;0;0;168012.0;2075;881935.0;2024-01-29
AC;2024;7;328;0;168340.0;2075;881935.0;2024-02-05
AC;2024;8;134;3;168474.0;2078;881935.0;2024-02-12
AC;2024;9;0;0;168474.0;2078;881935.0;2024-02-19
AC;2024;10;187;1;168661.0;2079;881935.0;2024-02-26
AC;2024;11;0;0;168661.0;2079;881935.0;2024-03-04
AC;2024;12;124;0;168785.0;2079;881935.0;2024-03-11
AC;2024;13;0;0;168785.0;2079;881935.0;2024-03-18
AC;2024;14;0;0;168785.0;2079;881935.0;2024-03-25
AC;2024;15;75;0;168860.0;2079;881935.0;2024-04-01
AC;2024;16;0;0;168860.0;2079;881935.0;2024-04-08
AC;2024;17;72;0;168932.0;2079;881935.0;2024-04-15
AC;2024;18;13;0;168945.0;2079;881935.0;2024-04-22
AC;2024;19;8;1;168953.0;2080;881935.0;2024-04-29
AC;2024;20;7;0;168960.0;2080;881935.0;2024-05-06
AC;2024;21;17;0;168977.0;2080;881935.0;2024-05-13
AC;2024;22;22;0;168999.0;2080;881935.0;2024-05-20
AC;2024;23;17;0;169016.0;2080;881935.0;2024-05-27
AC;2024;24;0;0;169016.0;2080;881935.0;2024-06-03
AC;2024;25;126;1;169142.0;2081;881935.0;2024-06-10
AC;2024;26;0;0;169142.0;2081;881935.0;2024-06-17
AC;2024;27;68;0;169210.0;2081;881935.0;2024-06-24
AC;2024;28;37;0;169247.0;2081;881935.0;2024-07-01
AC;2024;29;30;0;169277.0;2081;881935.0;2024-07-08
AC;2024;30;0;0;169277.0;2081;881935.0;2024-07-15
AC;2024;31;61;2;169338.0;2083;881935.0;2024-07-22
AC;2024;32;26;0;169364.0;2083;881935.0;2024-07-29
AC;2024;33;46;0;169410.0;2083;881935.0;2024-08-05
AC;2024;34;56;0;169466.0;2083;881935.0;2024-08-12
AC;2024;35;0;0;169466.0;2083;881935.0;2024-08-19
AC;2024;36;73;0;169539.0;2083;881935.0;2024-08-26
AC;2024;37;38;0;169577.0;2083;881935.0;2024-09-02
AC;2024;38;25;0;169602.0;2083;881935.0;2024-09-09
AC;2024;39;12;0;169614.0;2083;881935.0;2024-09-16
AC;2024;40;1;0;169615.0;2083;881935.0;2024-09-23
AC;2024;41;-1;0;169615.0;2083;881935.0;2024-09-30
AC;2024;42;8;0;169622.0;2083;881935.0;2024-10-07
AC;2024;43;3;0;169625.0;2083;881935.0;2024-10-14
AC;2024;44;0;0;169625.0;2083;881935.0;2024-10-21
AC;2024;45;13;0;169638.0;2083;881935.0;2024-10-28
AC;2024;46;10;0;169648.0;2083;881935.0;2024-11-04
AC;2024;47;8;0;169656.0;2083;881935.0;2024-11-11
AC;2024;48;29;0;169685.0;2083;881935.0;2024-11-18
AC;2024;49;26;0;169711.0;2083;881935.0;2024-11-25
AC;2024;50;182;2;169893.0;2085;881935.0;2024-12-02
AC;2024;51;0;0;169893.0;2085;881935.0;2024-12-09
AC;2024;52;0;0;169893.0;2085;881935.0;2024-12-16
AC;2025;1;0;0;169893.0;2085;881935.0;2024-12-30
AC;2025;2;0;0;169893.0;2085;881935.0;2024-12-30
AC;2025;3;0;0;169893.0;2085;881935.0;2025-01-06
AC;2025;4;3860;13;173753.0;2098;881935.0;2025-01-13
AC;2025;5;382;3;174135.0;2101;881935.0;2025-01-20
AC;2025;6;246;2;174381.0;2103;881935.0;2025-01-27
AC;2025;7;0;0;174381.0;2103;881935.0;2025-02-03
AC;2025;8;0;0;174381.0;2103;881935.0;2025-02-10
AC;2025;9;0;0;174381.0;2103;881935.0;2025-02-17
AC;2025;10;0;0;174381.0;2103;881935.0;2025-02-24
AC;2025;11;0;0;174381.0;2103;881935.0;2025-03-03
AC;2025;12;306;0;174687.0;2103;881935.0;2025-03-10
AC;2025;13;11;0;174698.0;2103;881935.0;2025-03-17
AC;2025;14;0;0;174698.0;2103;881935.0;2025-03-24
AC;2025;15;21;11;174719.0;2114;881935.0;2025-03-31
AC;2025;16;0;0;174719.0;2114;881935.0;2025-04-07
AC;2025;17;21;1;174740.0;2115;881935.0;2025-04-14
AC;2025;18;0;0;174740.0;2115;881935.0;2025-04-21
AC;2025;19;0;0;174740.0;2115;881935.0;2025-04-28
AC;2025;20;0;0;174740.0;2115;881935.0;2025-05-05
AC;2025;21;29;0;174769.0;2115;881935.0;2025-05-12
AC;2025;22;0;0;174769.0;2115;881935.0;2025-05-19
AC;2025;23;0;0;174769.0;2115;881935.0;2025-05-26
AC;2025;24;0;0;174769.0;2115;881935.0;2025-06-02
AC;2025;25;62;0;174831.0;2115;881935.0;2025-06-09
AC;2025;26;0;0;174831.0;2115;881935.0;2025-06-16
AC;2025;27;19;1;174850.0;2116;881935.0;2025-06-23
AC;2025;28;0;0;174850.0;2116;881935.0;2025-06-30
AC;2025;29;23;2;174873.0;2118;881935.0;2025-07-07
AC;2025;30;0;0;174873.0;2118;881935.0;2025-07-14
AC;2025;31;0;0;174873.0;2118;881935.0;2025-07-21
AC;2025;32;25;0;174898.0;2118;881935.0;2025-07-28
AC;2025;33;0;0;174898.0;2118;881935.0;2025-08-04
AC;2025;34;0;0;174898.0;2118;881935.0;2025-08-11
AC;2025;35;79;0;174977.0;2118;881935.0;2025-08-18
AC;2025;36;0;0;174977.0;2118;881935.0;2025-08-25
AL;2020;9;0;0;0.0;0;3337357.0;2020-02-24
AL;2020;10;0;0;0.0;0;3337357.0;2020-02-24
AL;2020;11;1;0;1.0;0;3337357.0;2020-03-02
AL;2020;12;6;0;7.0;0;3337357.0;2020-03-09
AL;2020;13;7;0;14.0;0;3337357.0;2020-03-16
AL;2020;14;13;2;23.0;2;3337357.0;2020-03-23
AL;2020;15;28;2;48.0;3;3337357.0;2020-03-30
AL;2020;16;85;5;132.0;7;3337357.0;2020-04-06
AL;2020;17;371;22;501.0;29;3337357.0;2020-04-13
AL;2020;18;873;29;1372.0;58;3337357.0;2020-04-20
AL;2020;19;800;56;2172.0;114;3337357.0;2020-04-27
AL;2020;20;1431;86;3593.0;199;3337357.0;2020-05-04
AL;2020;21;2047;102;5630.0;301;3337357.0;2020-05-11
AL;2020;22;3611;123;9223.0;424;3337357.0;2020-05-18
AL;2020;23;5607;159;14818.0;582;3337357.0;2020-05-25
AL;2020;24;6087;142;20887.0;723;3337357.0;2020-06-01
AL;2020;25;6819;144;27698.0;866;3337357.0;2020-06-08
AL;2020;26;5833;128;33521.0;993;3337357.0;2020-06-15
AL;2020;27;5751;141;39255.0;1134;3337357.0;2020-06-22
AL;2020;28;5384;130;44633.0;1264;3337357.0;2020-06-29
AL;2020;29;4958;117;49583.0;1381;3337357.0;2020-07-06
AL;2020;30;5154;105;54730.0;1486;3337357.0;2020-07-13
AL;2020;31;6287;96;60992.0;1581;3337357.0;2020-07-20
AL;2020;32;5780;84;66748.0;1665;3337357.0;2020-07-27
AL;2020;33;5332;77;72076.0;1742;3337357.0;2020-08-03
AL;2020;34;3401;68;75470.0;1810;3337357.0;2020-08-10
AL;2020;35;3014;60;78483.0;1870;3337357.0;2020-08-17
AL;2020;36;1982;54;80462.0;1924;3337357.0;2020-08-24
AL;2020;37;1374;48;82028.0;1972;3337357.0;2020-08-31
AL;2020;38;1922;42;83950.0;2014;3337357.0;2020-09-07
AL;2020;39;2174;38;86124.0;2052;3337357.0;2020-09-14
AL;2020;40;1804;39;87928.0;2091;3337357.0;2020-09-21
AL;2020;41;862;41;88790.0;2132;3337357.0;2020-09-28
AL;2020;42;575;40;89365.0;2172;3337357.0;2020-10-05
AL;2020;43;759;34;90124.0;2206;3337357.0;2020-10-12
AL;2020;44;665;32;90789.0;2238;3337357.0;2020-10-19
AL;2020;45;814;28;91603.0;2266;3337357.0;2020-10-26
AL;2020;46;877;25;92480.0;2291;3337357.0;2020-11-02
AL;2020;47;879;23;93359.0;2314;3337357.0;2020-11-09
AL;2020;48;1254;20;94613.0;2334;3337357.0;2020-11-16
AL;2020;49;1687;17;96300.0;2351;3337357.0;2020-11-23
AL;2020;50;1877;21;98177.0;2372;3337357.0;2020-11-30
AL;2020;51;2801;32;100978.0;2404;3337357.0;2020-12-07
AL;2020;52;2147;50;103125.0;2454;3337357.0;2020-12-14
AL;2020;53;1693;35;104818.0;2489;3337357.0;2020-12-21
AL;2021;1;2748;51;108109.0;2553;3337357.0;2020-12-28
AL;2021;2;2859;58;110968.0;2611;3337357.0;2021-01-04
AL;2021;3;2694;63;113662.0;2674;3337357.0;2021-01-11
AL;2021;4;3625;63;117287.0;2737;3337357.0;2021-01-18
AL;2021;5;3168;60;120455.0;2797;3337357.0;2021-01-25
AL;2021;6;3170;59;123625.0;2856;3337357.0;2021-02-01
AL;2021;7;4218;67;127843.0;2923;3337357.0;2021-02-08
AL;2021;8;3218;61;131066.0;2989;3337357.0;2021-02-15
AL;2021;9;3882;83;134949.0;3073;3337357.0;2021-02-22
AL;2021;10;4696;109;139645.0;3182;3337357.0;2021-03-01
AL;2021;11;6751;134;146396.0;3316;3337357.0;2021-03-08
AL;2021;12;4694;151;151090.0;3467;3337357.0;2021-03-15
AL;2021;13;4720;153;155810.0;3620;3337357.0;2021-03-22
AL;2021;14;4315;160;160125.0;3780;3337357.0;2021-03-29
AL;2021;15;5336;164;165461.0;3944;3337357.0;2021-04-05
AL;2021;16;4675;150;170138.0;4096;3337357.0;2021-04-12
AL;2021;17;4338;144;174476.0;4240;3337357.0;2021-04-19
AL;2021;18;4437;124;178913.0;4364;3337357.0;2021-04-26
AL;2021;19;4790;114;183703.0;4478;3337357.0;2021-05-03
AL;2021;20;4359;111;188062.0;4589;3337357.0;2021-05-10
AL;2021;21;4162;126;192224.0;4715;3337357.0;2021-05-17
AL;2021;22;4359;124;196583.0;4839;3337357.0;2021-05-24
AL;2021;23;5909;145;202492.0;4984;3337357.0;2021-05-31
AL;2021;24;5871;130;208363.0;5114;3337357.0;2021-06-07
AL;2021;25;5367;146;213730.0;5260;3337357.0;2021-06-14
AL;2021;26;4890;139;218620.0;5399;3337357.0;2021-06-21
AL;2021;27;4507;115;223127.0;5514;3337357.0;2021-06-28
AL;2021;28;2473;112;225600.0;5626;3337357.0;2021-07-05
AL;2021;29;2300;98;227900.0;5724;3337357.0;2021-07-12
AL;2021;30;2060;85;229960.0;5809;3337357.0;2021-07-19
AL;2021;31;1699;77;231659.0;5886;3337357.0;2021-07-26
AL;2021;32;976;64;232635.0;5950;3337357.0;2021-08-02
AL;2021;33;1251;56;233886.0;6006;3337357.0;2021-08-09
AL;2021;34;1605;48;235491.0;6054;3337357.0;2021-08-16
AL;2021;35;932;42;236423.0;6096;3337357.0;2021-08-23
AL;2021;36;696;35;237119.0;6131;3337357.0;2021-08-30
AL;2021;37;502;34;237621.0;6165;3337357.0;2021-09-06
AL;2021;38;323;28;237944.0;6193;3337357.0;2021-09-13
AL;2021;39;326;27;238270.0;6220;3337357.0;2021-09-20
AL;2021;40;557;18;238827.0;6238;3337357.0;2021-09-27
AL;2021;41;388;18;239215.0;6256;3337357.0;2021-10-04
AL;2021;42;424;20;239639.0;6276;3337357.0;2021-10-11
AL;2021;43;423;14;240062.0;6290;3337357.0;2021-10-18
AL;2021;44;438;14;240500.0;6304;3337357.0;2021-10-25
AL;2021;45;346;14;240846.0;6318;3337357.0;2021-11-01
AL;2021;46;298;14;241144.0;6332;3337357.0;2021-11-08
AL;2021;47;265;14;241409.0;6346;3337357.0;2021-11-15
AL;2021;48;190;12;241599.0;6358;3337357.0;2021-11-22
AL;2021;49;201;11;241800.0;6369;3337357.0;2021-11-29
AL;2021;50;92;8;241892.0;6377;3337357.0;2021-12-06
AL;2021;51;61;5;241953.0;6382;3337357.0;2021-12-13
AL;2021;52;127;1;242080.0;6383;3337357.0;2021-12-20
AL;2021;53;543;13;105361.0;2502;3337357.0;2020-12-28
AL;2022;1;661;3;242752.0;6386;3337357.0;2021-12-27
AL;2022;2;2302;5;245054.0;6391;3337357.0;2022-01-03
AL;2022;3;4213;14;249267.0;6405;3337357.0;2022-01-10
AL;2022;4;7869;26;257136.0;6431;3337357.0;2022-01-17
AL;2022;5;11360;35;268496.0;6466;3337357.0;2022-01-24
AL;2022;6;12262;51;280758.0;6517;3337357.0;2022-01-31
AL;2022;7;7735;70;288493.0;6587;3337357.0;2022-02-07
AL;2022;8;2075;79;290568.0;6666;3337357.0;2022-02-14
AL;2022;9;2679;71;293247.0;6737;3337357.0;2022-02-21
AL;2022;10;934;58;294181.0;6795;3337357.0;2022-02-28
AL;2022;11;1133;46;295314.0;6841;3337357.0;2022-03-07
AL;2022;12;658;28;295972.0;6869;3337357.0;2022-03-14
AL;2022;13;276;19;296248.0;6888;3337357.0;2022-03-21
AL;2022;14;763;15;297011.0;6903;3337357.0;2022-03-28
AL;2022;15;186;11;297197.0;6914;3337357.0;2022-04-04
AL;2022;16;428;7;297625.0;6921;3337357.0;2022-04-11
AL;2022;17;347;5;297972.0;6926;3337357.0;2022-04-18
AL;2022;18;381;7;298353.0;6933;3337357.0;2022-04-25
AL;2022;19;220;3;298573.0;6936;3337357.0;2022-05-02
AL;2022;20;107;0;298680.0;6936;3337357.0;2022-05-09
AL;2022;21;380;0;299060.0;6936;3337357.0;2022-05-16
AL;2022;22;451;0;299511.0;6936;3337357.0;2022-05-23
AL;2022;23;463;0;299974.0;6936;3337357.0;2022-05-30
AL;2022;24;912;3;300886.0;6939;3337357.0;2022-06-06
AL;2022;25;2012;5;302898.0;6944;3337357.0;2022-06-13
AL;2022;26;3436;14;306334.0;6958;3337357.0;2022-06-20
AL;2022;27;5130;25;311464.0;6983;3337357.0;2022-06-27
AL;2022;28;3266;30;314730.0;7013;3337357.0;2022-07-04
AL;2022;29;2117;35;316847.0;7048;3337357.0;2022-07-11
AL;2022;30;975;20;317822.0;7068;3337357.0;2022-07-18
AL;2022;31;1237;20;319059.0;7088;3337357.0;2022-07-25
AL;2022;32;311;8;319370.0;7096;3337357.0;2022-08-01
AL;2022;33;309;12;319679.0;7108;3337357.0;2022-08-08
AL;2022;34;336;7;320015.0;7115;3337357.0;2022-08-15
AL;2022;35;435;2;320450.0;7117;3337357.0;2022-08-22
AL;2022;36;181;1;320631.0;7118;3337357.0;2022-08-29
AL;2022;37;200;3;320831.0;7121;3337357.0;2022-09-05
AL;2022;38;146;0;320977.0;7121;3337357.0;2022-09-12
AL;2022;39;138;3;321115.0;7124;3337357.0;2022-09-19
AL;2022;40;104;1;321219.0;7125;3337357.0;2022-09-26
AL;2022;41;101;3;321320.0;7128;3337357.0;2022-10-03
