estado;ano;semanaEpi;casosNovos;obitosNovos;casosAcumulado;obitosAcumulado;populacao;data_inicio
ES;2024;51;298;1;1389122.0;15228;4018650.0;2024-12-09
ES;2024;52;0;0;1389122.0;15228;4018650.0;2024-12-16
ES;2025;1;383;1;1389505.0;15229;4018650.0;2024-12-30
ES;2025;2;152;0;1389657.0;15229;4018650.0;2024-12-30
ES;2025;3;190;0;1389847.0;15229;4018650.0;2025-01-06
ES;2025;4;0;0;1389847.0;15229;4018650.0;2025-01-13
ES;2025;5;361;4;1390208.0;15233;4018650.0;2025-01-20
ES;2025;6;204;1;1390412.0;15234;4018650.0;2025-01-27
ES;2025;7;0;0;1390412.0;15234;4018650.0;2025-02-03
ES;2025;8;515;1;1390927.0;15235;4018650.0;2025-02-10
ES;2025;9;336;1;1391263.0;15236;4018650.0;2025-02-17
ES;2025;10;320;0;1391583.0;15236;4018650.0;2025-02-24
ES;2025;11;313;2;1391896.0;15238;4018650.0;2025-03-03
ES;2025;12;206;1;1392102.0;15239;4018650.0;2025-03-10
ES;2025;13;135;0;1392237.0;15239;4018650.0;2025-03-17
ES;2025;14;100;2;1392337.0;15241;4018650.0;2025-03-24
ES;2025;15;99;2;1392436.0;15243;4018650.0;2025-03-31
ES;2025;16;39;1;1392475.0;15244;4018650.0;2025-04-07
ES;2025;17;60;3;1392535.0;15247;4018650.0;2025-04-14
ES;2025;18;0;0;1392535.0;15247;4018650.0;2025-04-21
ES;2025;19;10064;-4;1402599.0;15247;4018650.0;2025-04-28
ES;2025;20;9;1;1402608.0;15244;4018650.0;2025-05-05
ES;2025;21;11;0;1402619.0;15244;4018650.0;2025-05-12
ES;2025;22;12;0;1402631.0;15244;4018650.0;2025-05-19
ES;2025;23;8;3;1402639.0;15247;4018650.0;2025-05-26
ES;2025;24;8;0;1402647.0;15247;4018650.0;2025-06-02
ES;2025;25;0;8;1402647.0;15255;4018650.0;2025-06-09
ES;2025;26;13;1;1402660.0;15256;4018650.0;2025-06-16
ES;2025;27;4;0;1402664.0;15256;4018650.0;2025-06-23
ES;2025;28;15;1;1402679.0;15257;4018650.0;2025-06-30
ES;2025;29;35;1;1402714.0;15258;4018650.0;2025-07-07
ES;2025;30;32;0;1402746.0;15258;4018650.0;2025-07-14
ES;2025;31;29;0;1402775.0;15258;4018650.0;2025-07-21
ES;2025;32;5;0;1402780.0;15258;4018650.0;2025-07-28
ES;2025;33;40;0;1402820.0;15258;4018650.0;2025-08-04
ES;2025;34;0;0;1402820.0;15258;4018650.0;2025-08-11
ES;2025;35;171;1;1402991.0;15259;4018650.0;2025-08-18
ES;2025;36;0;0;1402991.0;15259;4018650.0;2025-08-25
GO;2020;9;0;0;0.0;0;7018354.0;2020-02-24
GO;2020;10;0;0;0.0;0;7018354.0;2020-02-24
GO;2020;11;3;0;3.0;0;7018354.0;2020-03-02
GO;2020;12;17;0;20.0;0;7018354.0;2020-03-09
GO;2020;13;36;1;56.0;1;7018354.0;2020-03-16
GO;2020;14;49;1;103.0;2;7018354.0;2020-03-23
GO;2020;15;107;8;209.0;10;7018354.0;2020-03-30
GO;2020;16;168;8;378.0;18;7018354.0;2020-04-06
GO;2020;17;127;8;506.0;25;7018354.0;2020-04-13
GO;2020;18;341;5;825.0;30;7018354.0;2020-04-20
GO;2020;19;221;16;1069.0;47;7018354.0;2020-04-27
GO;2020;20;574;22;1640.0;69;7018354.0;2020-05-04
GO;2020;21;738;26;2377.0;95;7018354.0;2020-05-11
GO;2020;22;1208;27;3585.0;122;7018354.0;2020-05-18
GO;2020;23;2084;50;5669.0;172;7018354.0;2020-05-25
GO;2020;24;2271;36;7940.0;208;7018354.0;2020-06-01
GO;2020;25;6936;87;14880.0;295;7018354.0;2020-06-08
GO;2020;26;6740;134;21620.0;429;7018354.0;2020-06-15
GO;2020;27;6874;182;28494.0;611;7018354.0;2020-06-22
GO;2020;28;7299;233;35793.0;844;7018354.0;2020-06-29
GO;2020;29;5002;235;40795.0;1079;7018354.0;2020-07-06
GO;2020;30;14006;299;54801.0;1378;7018354.0;2020-07-13
GO;2020;31;14686;308;69487.0;1686;7018354.0;2020-07-20
GO;2020;32;15044;322;84531.0;2008;7018354.0;2020-07-27
GO;2020;33;16407;278;100938.0;2286;7018354.0;2020-08-03
GO;2020;34;14592;427;115530.0;2713;7018354.0;2020-08-10
GO;2020;35;14786;347;130316.0;3060;7018354.0;2020-08-17
GO;2020;36;17041;390;147357.0;3450;7018354.0;2020-08-24
GO;2020;37;15198;333;162554.0;3783;7018354.0;2020-08-31
GO;2020;38;20302;352;182856.0;4135;7018354.0;2020-09-07
GO;2020;39;16744;365;199601.0;4500;7018354.0;2020-09-14
GO;2020;40;16337;332;215938.0;4832;7018354.0;2020-09-21
GO;2020;41;12600;349;228538.0;5181;7018354.0;2020-09-28
GO;2020;42;8276;193;236814.0;5374;7018354.0;2020-10-05
GO;2020;43;10021;190;246835.0;5564;7018354.0;2020-10-12
GO;2020;44;8612;189;255447.0;5753;7018354.0;2020-10-19
GO;2020;45;5667;121;261114.0;5874;7018354.0;2020-10-26
GO;2020;46;6263;156;267377.0;6030;7018354.0;2020-11-02
GO;2020;47;5689;194;273066.0;6224;7018354.0;2020-11-09
GO;2020;48;5743;120;278809.0;6344;7018354.0;2020-11-16
GO;2020;49;7144;111;285953.0;6455;7018354.0;2020-11-23
GO;2020;50;6736;79;292689.0;6534;7018354.0;2020-11-30
GO;2020;51;7587;129;300276.0;6663;7018354.0;2020-12-07
GO;2020;52;4113;88;304389.0;6751;7018354.0;2020-12-14
GO;2020;53;4479;54;308868.0;6805;7018354.0;2020-12-21
GO;2021;1;7830;159;317024.0;6964;7018354.0;2020-12-28
GO;2021;2;10913;113;327937.0;7077;7018354.0;2021-01-04
GO;2021;3;10037;201;337974.0;7278;7018354.0;2021-01-11
GO;2021;4;12375;209;350349.0;7487;7018354.0;2021-01-18
GO;2021;5;10277;203;360626.0;7690;7018354.0;2021-01-25
GO;2021;6;10178;267;370804.0;7957;7018354.0;2021-02-01
GO;2021;7;9177;318;379981.0;8275;7018354.0;2021-02-08
GO;2021;8;15591;235;395572.0;8510;7018354.0;2021-02-15
GO;2021;9;16633;371;412205.0;8881;7018354.0;2021-02-22
GO;2021;10;20314;656;432519.0;9537;7018354.0;2021-03-01
GO;2021;11;18850;772;451369.0;10309;7018354.0;2021-03-08
GO;2021;12;23012;776;474381.0;11085;7018354.0;2021-03-15
GO;2021;13;14177;737;488558.0;11822;7018354.0;2021-03-22
GO;2021;14;18393;921;506951.0;12743;7018354.0;2021-03-29
GO;2021;15;16336;904;523287.0;13647;7018354.0;2021-04-05
GO;2021;16;14440;818;537727.0;14465;7018354.0;2021-04-12
GO;2021;17;14734;587;552461.0;15052;7018354.0;2021-04-19
GO;2021;18;14018;524;566479.0;15576;7018354.0;2021-04-26
GO;2021;19;12789;504;579268.0;16080;7018354.0;2021-05-03
GO;2021;20;15415;451;594683.0;16531;7018354.0;2021-05-10
GO;2021;21;12191;463;606874.0;16994;7018354.0;2021-05-17
GO;2021;22;14389;409;621263.0;17403;7018354.0;2021-05-24
GO;2021;23;16598;525;637861.0;17928;7018354.0;2021-05-31
GO;2021;24;16921;527;654782.0;18455;7018354.0;2021-06-07
GO;2021;25;15855;498;670637.0;18953;7018354.0;2021-06-14
GO;2021;26;11845;418;682482.0;19371;7018354.0;2021-06-21
GO;2021;27;13795;351;696277.0;19722;7018354.0;2021-06-28
GO;2021;28;13152;328;709429.0;20050;7018354.0;2021-07-05
GO;2021;29;15931;389;725360.0;20439;7018354.0;2021-07-12
GO;2021;30;17155;325;742515.0;20764;7018354.0;2021-07-19
GO;2021;31;17490;514;760005.0;21278;7018354.0;2021-07-26
GO;2021;32;16768;457;776773.0;21735;7018354.0;2021-08-02
GO;2021;33;19775;347;796548.0;22082;7018354.0;2021-08-09
GO;2021;34;15625;273;812173.0;22355;7018354.0;2021-08-16
GO;2021;35;14931;290;827104.0;22645;7018354.0;2021-08-23
GO;2021;36;9117;267;836221.0;22912;7018354.0;2021-08-30
GO;2021;37;8413;222;844634.0;23134;7018354.0;2021-09-06
GO;2021;38;12274;218;856908.0;23352;7018354.0;2021-09-13
GO;2021;39;8650;181;865558.0;23533;7018354.0;2021-09-20
GO;2021;40;13687;181;879245.0;23714;7018354.0;2021-09-27
GO;2021;41;6385;227;885630.0;23941;7018354.0;2021-10-04
GO;2021;42;10321;125;895951.0;24066;7018354.0;2021-10-11
GO;2021;43;8735;129;904686.0;24195;7018354.0;2021-10-18
GO;2021;44;4282;118;908968.0;24313;7018354.0;2021-10-25
GO;2021;45;10504;80;919472.0;24393;7018354.0;2021-11-01
GO;2021;46;6908;27;926380.0;24420;7018354.0;2021-11-08
GO;2021;47;8425;84;934805.0;24504;7018354.0;2021-11-15
GO;2021;48;5136;76;939941.0;24580;7018354.0;2021-11-22
GO;2021;49;3161;24;943102.0;24604;7018354.0;2021-11-29
GO;2021;50;0;0;943102.0;24604;7018354.0;2021-12-06
GO;2021;51;1563;49;944665.0;24653;7018354.0;2021-12-13
GO;2021;52;3039;25;947704.0;24678;7018354.0;2021-12-20
GO;2021;53;326;0;309194.0;6805;7018354.0;2020-12-28
GO;2022;1;5462;29;953369.0;24724;7018354.0;2021-12-27
GO;2022;2;15730;41;969099.0;24765;7018354.0;2022-01-03
GO;2022;3;29682;93;998781.0;24858;7018354.0;2022-01-10
GO;2022;4;35498;144;1034279.0;25002;7018354.0;2022-01-17
GO;2022;5;33381;186;1067660.0;25188;7018354.0;2022-01-24
GO;2022;6;36864;149;1104524.0;25337;7018354.0;2022-01-31
GO;2022;7;34618;183;1139142.0;25520;7018354.0;2022-02-07
GO;2022;8;26964;218;1166106.0;25738;7018354.0;2022-02-14
GO;2022;9;17234;94;1183340.0;25832;7018354.0;2022-02-21
GO;2022;10;29647;180;1212987.0;26012;7018354.0;2022-02-28
GO;2022;11;34796;55;1247783.0;26067;7018354.0;2022-03-07
GO;2022;12;21524;141;1269307.0;26208;7018354.0;2022-03-14
GO;2022;13;13218;73;1282525.0;26281;7018354.0;2022-03-21
GO;2022;14;23114;67;1305639.0;26348;7018354.0;2022-03-28
GO;2022;15;9580;50;1315219.0;26398;7018354.0;2022-04-04
GO;2022;16;5273;17;1320492.0;26415;7018354.0;2022-04-11
GO;2022;17;8419;59;1328911.0;26474;7018354.0;2022-04-18
GO;2022;18;8151;51;1337062.0;26525;7018354.0;2022-04-25
GO;2022;19;9619;32;1346681.0;26557;7018354.0;2022-05-02
GO;2022;20;7683;41;1354364.0;26598;7018354.0;2022-05-09
GO;2022;21;12561;49;1366925.0;26647;7018354.0;2022-05-16
GO;2022;22;18257;14;1385182.0;26661;7018354.0;2022-05-23
GO;2022;23;24596;45;1409778.0;26706;7018354.0;2022-05-30
GO;2022;24;25805;49;1435583.0;26755;7018354.0;2022-06-06
GO;2022;25;36614;68;1472197.0;26823;7018354.0;2022-06-13
GO;2022;26;39448;112;1511645.0;26935;7018354.0;2022-06-20
GO;2022;27;35199;74;1546844.0;27009;7018354.0;2022-06-27
GO;2022;28;31728;58;1578572.0;27067;7018354.0;2022-07-04
GO;2022;29;15799;61;1594371.0;27128;7018354.0;2022-07-11
GO;2022;30;18331;57;1612702.0;27185;7018354.0;2022-07-18
GO;2022;31;27701;26;1640403.0;27211;7018354.0;2022-07-25
GO;2022;32;13407;79;1653810.0;27290;7018354.0;2022-08-01
GO;2022;33;10199;123;1664009.0;27413;7018354.0;2022-08-08
GO;2022;34;9543;21;1673552.0;27434;7018354.0;2022-08-15
GO;2022;35;7783;53;1681335.0;27487;7018354.0;2022-08-22
GO;2022;36;6089;22;1687424.0;27509;7018354.0;2022-08-29
GO;2022;37;5862;11;1693286.0;27520;7018354.0;2022-09-05
GO;2022;38;6488;6;1699774.0;27526;7018354.0;2022-09-12
GO;2022;39;5983;11;1705757.0;27537;7018354.0;2022-09-19
GO;2022;40;4636;9;1710393.0;27546;7018354.0;2022-09-26
GO;2022;41;4680;13;1715073.0;27559;7018354.0;2022-10-03
GO;2022;42;6016;17;1721089.0;27576;7018354.0;2022-10-10
GO;2022;43;4334;1;1725423.0;27578;7018354.0;2022-10-17
GO;2022;44;2306;4;1727729.0;27581;7018354.0;2022-10-24
GO;2022;45;7909;11;1735638.0;27593;7018354.0;2022-10-31
GO;2022;46;3828;3;1739466.0;27595;7018354.0;2022-11-07
GO;2022;47;3806;28;1743272.0;27623;7018354.0;2022-11-14
GO;2022;48;3341;14;1746613.0;27637;7018354.0;2022-11-21
GO;2022;49;10176;20;1756789.0;27657;7018354.0;2022-11-28
GO;2022;50;32324;17;1789113.0;27674;7018354.0;2022-12-05
GO;2022;51;23172;41;1812285.0;27715;7018354.0;2022-12-12
GO;2022;52;11898;68;1823980.0;27766;7018354.0;2021-12-27
GO;2023;1;17877;63;1984674.0;28447;7018354.0;2022-12-26
GO;2023;2;10939;28;1852796.0;27857;7018354.0;2023-01-02
GO;2023;3;11324;33;1864120.0;27890;7018354.0;2023-01-09
GO;2023;4;9165;35;1873285.0;27925;7018354.0;2023-01-16
GO;2023;5;5014;39;1878299.0;27964;7018354.0;2023-01-23
GO;2023;6;5945;25;1884244.0;27989;7018354.0;2023-01-30
GO;2023;7;7192;22;1891436.0;28011;7018354.0;2023-02-06
GO;2023;8;3386;13;1894822.0;28024;7018354.0;2023-02-13
GO;2023;9;5637;17;1900459.0;28041;7018354.0;2023-02-20
GO;2023;10;2829;4;1903288.0;28045;7018354.0;2023-02-27
GO;2023;11;3215;12;1906503.0;28057;7018354.0;2023-03-06
GO;2023;12;2705;20;1909208.0;28077;7018354.0;2023-03-13
GO;2023;13;3438;20;1912646.0;28097;7018354.0;2023-03-20
GO;2023;14;3622;12;1916268.0;28109;7018354.0;2023-03-27
GO;2023;15;3622;13;1919890.0;28122;7018354.0;2023-04-03
GO;2023;16;2238;20;1922128.0;28142;7018354.0;2023-04-10
GO;2023;17;3175;13;1925303.0;28155;7018354.0;2023-04-17
GO;2023;18;0;0;1925303.0;28155;7018354.0;2023-04-24
GO;2023;19;6135;28;1931438.0;28183;7018354.0;2023-05-01
GO;2023;20;669;3;1932107.0;28186;7018354.0;2023-05-08
GO;2023;21;408;14;1932515.0;28200;7018354.0;2023-05-15
GO;2023;22;3565;14;1936080.0;28214;7018354.0;2023-05-22
GO;2023;23;1089;7;1937169.0;28221;7018354.0;2023-05-29
GO;2023;24;1414;25;1938583.0;28246;7018354.0;2023-06-05
GO;2023;25;2964;8;1941547.0;28254;7018354.0;2023-06-12
GO;2023;26;0;0;1941547.0;28254;7018354.0;2023-06-19
GO;2023;27;0;0;1941547.0;28254;7018354.0;2023-06-26
GO;2023;28;936;33;1942483.0;28287;7018354.0;2023-07-03
GO;2023;29;2779;10;1945262.0;28297;7018354.0;2023-07-10
GO;2023;30;3358;10;1948620.0;28307;7018354.0;2023-07-17
GO;2023;31;652;4;1949272.0;28311;7018354.0;2023-07-24
GO;2023;32;496;10;1949768.0;28321;7018354.0;2023-07-31
GO;2023;33;335;7;1950103.0;28328;7018354.0;2023-08-07
GO;2023;34;2839;8;1952942.0;28336;7018354.0;2023-08-14
GO;2023;35;2105;10;1955047.0;28346;7018354.0;2023-08-21
GO;2023;36;0;0;1955047.0;28346;7018354.0;2023-08-28
GO;2023;37;5299;13;1960346.0;28359;7018354.0;2023-09-04
GO;2023;38;0;0;1960346.0;28359;7018354.0;2023-09-11
GO;2023;39;5366;10;1965712.0;28369;7018354.0;2023-09-18
GO;2023;40;0;0;1965712.0;28369;7018354.0;2023-09-25
GO;2023;41;-9562;13;1965712.0;28382;7018354.0;2023-10-02
GO;2023;42;15691;12;1971841.0;28394;7018354.0;2023-10-09
GO;2023;43;2292;8;1974133.0;28402;7018354.0;2023-10-16
GO;2023;44;15547;10;1989680.0;28412;7018354.0;2023-10-23
GO;2023;45;-12815;5;1989680.0;28417;7018354.0;2023-10-30
GO;2023;46;2249;4;1979114.0;28421;7018354.0;2023-11-06
GO;2023;47;1527;9;1980641.0;28430;7018354.0;2023-11-13
GO;2023;48;1122;6;1981763.0;28436;7018354.0;2023-11-20
GO;2023;49;1128;7;1982891.0;28443;7018354.0;2023-11-27
GO;2023;50;876;-5;1983767.0;28443;7018354.0;2023-12-04
GO;2023;51;591;6;1984358.0;28444;7018354.0;2023-12-11
GO;2023;52;316;3;1984674.0;28447;7018354.0;2023-12-18
GO;2024;1;701;7;2060518.0;28669;7018354.0;2024-01-01
GO;2024;2;1011;7;1986386.0;28461;7018354.0;2024-01-01
GO;2024;3;1164;4;1987550.0;28465;7018354.0;2024-01-08
GO;2024;4;2133;14;1989683.0;28479;7018354.0;2024-01-15
GO;2024;5;3980;4;1993663.0;28483;7018354.0;2024-01-22
GO;2024;6;4718;2;1998381.0;28485;7018354.0;2024-01-29
GO;2024;7;5108;6;2003489.0;28491;7018354.0;2024-02-05
GO;2024;8;9556;12;2013045.0;28503;7018354.0;2024-02-12
GO;2024;9;9872;11;2022917.0;28514;7018354.0;2024-02-19
GO;2024;10;4076;14;2026993.0;28528;7018354.0;2024-02-26
GO;2024;11;2702;16;2029695.0;28544;7018354.0;2024-03-04
GO;2024;12;1033;11;2030728.0;28555;7018354.0;2024-03-11
GO;2024;13;965;5;2031693.0;28560;7018354.0;2024-03-18
GO;2024;14;666;3;2032359.0;28563;7018354.0;2024-03-25
GO;2024;15;585;1;2032944.0;28564;7018354.0;2024-04-01
GO;2024;16;451;3;2033395.0;28567;7018354.0;2024-04-08
GO;2024;17;315;0;2033710.0;28567;7018354.0;2024-04-15
GO;2024;18;351;5;2034061.0;28572;7018354.0;2024-04-22
GO;2024;19;384;0;2034445.0;28572;7018354.0;2024-04-29
GO;2024;20;534;3;2034979.0;28575;7018354.0;2024-05-06
GO;2024;21;435;2;2035414.0;28577;7018354.0;2024-05-13
GO;2024;22;186;0;2035600.0;28577;7018354.0;2024-05-20
GO;2024;23;34;0;2035634.0;28577;7018354.0;2024-05-27
GO;2024;24;0;0;2035634.0;28577;7018354.0;2024-06-03
GO;2024;25;1427;7;2037061.0;28584;7018354.0;2024-06-10
GO;2024;26;372;2;2037433.0;28586;7018354.0;2024-06-17
GO;2024;27;573;0;2038006.0;28586;7018354.0;2024-06-24
GO;2024;28;903;0;2038909.0;28586;7018354.0;2024-07-01
GO;2024;29;669;0;2039578.0;28586;7018354.0;2024-07-08
GO;2024;30;178;6;2039756.0;28592;7018354.0;2024-07-15
GO;2024;31;0;0;2039756.0;28592;7018354.0;2024-07-22
GO;2024;32;2893;10;2042649.0;28602;7018354.0;2024-07-29
GO;2024;33;1232;1;2043881.0;28603;7018354.0;2024-08-05
GO;2024;34;1581;1;2045462.0;28604;7018354.0;2024-08-12
GO;2024;35;48;0;2045510.0;28604;7018354.0;2024-08-19
GO;2024;36;4989;15;2050499.0;28619;7018354.0;2024-08-26
GO;2024;37;2258;0;2052757.0;28619;7018354.0;2024-09-02
GO;2024;38;2285;23;2055042.0;28642;7018354.0;2024-09-09
GO;2024;39;1606;0;2056648.0;28642;7018354.0;2024-09-16
GO;2024;40;1516;14;2058164.0;28656;7018354.0;2024-09-23
GO;2024;41;1889;0;2060053.0;28656;7018354.0;2024-09-30
GO;2024;42;0;0;2060053.0;28656;7018354.0;2024-10-07
GO;2024;43;465;13;2060518.0;28669;7018354.0;2024-10-14
GO;2024;44;0;0;2060518.0;28669;7018354.0;2024-10-21
GO;2024;45;0;0;2060518.0;28669;7018354.0;2024-10-28
GO;2024;46;0;0;2060518.0;28669;7018354.0;2024-11-04
GO;2024;47;0;0;2060518.0;28669;7018354.0;2024-11-11
GO;2024;48;0;0;2060518.0;28669;7018354.0;2024-11-18
GO;2024;49;0;0;2060518.0;28669;7018354.0;2024-11-25
GO;2024;50;0;0;2060518.0;28669;7018354.0;2024-12-02
GO;2024;51;0;0;2060518.0;28669;7018354.0;2024-12-09
GO;2024;52;0;0;2060518.0;28669;7018354.0;2024-12-16
GO;2025;1;14228;-106;2074746.0;28669;7018354.0;2024-12-30
GO;2025;2;0;0;2074746.0;28563;7018354.0;2024-12-30
GO;2025;3;0;0;2074746.0;28563;7018354.0;2025-01-06
GO;2025;4;0;0;2074746.0;28563;7018354.0;2025-01-13
GO;2025;5;0;0;2074746.0;28563;7018354.0;2025-01-20
GO;2025;6;0;0;2074746.0;28563;7018354.0;2025-01-27
GO;2025;7;0;0;2074746.0;28563;7018354.0;2025-02-03
GO;2025;8;0;0;2074746.0;28563;7018354.0;2025-02-10
GO;2025;9;0;0;2074746.0;28563;7018354.0;2025-02-17
GO;2025;10;-3482;39;2074746.0;28602;7018354.0;2025-02-24
GO;2025;11;976;3;2072240.0;28605;7018354.0;2025-03-03
GO;2025;12;542;-2;2072782.0;28605;7018354.0;2025-03-10
GO;2025;13;349;9;2073131.0;28612;7018354.0;2025-03-17
GO;2025;14;331;3;2073462.0;28615;7018354.0;2025-03-24
GO;2025;15;0;0;2073462.0;28615;7018354.0;2025-03-31
GO;2025;16;0;0;2073462.0;28615;7018354.0;2025-04-07
GO;2025;17;623;16;2074085.0;28631;7018354.0;2025-04-14
GO;2025;18;0;0;2074085.0;28631;7018354.0;2025-04-21
GO;2025;19;391;2;2074476.0;28633;7018354.0;2025-04-28
GO;2025;20;184;6;2074660.0;28639;7018354.0;2025-05-05
GO;2025;21;199;3;2074859.0;28642;7018354.0;2025-05-12
GO;2025;22;-22;1;2074859.0;28643;7018354.0;2025-05-19
GO;2025;23;0;0;2074837.0;28643;7018354.0;2025-05-26
GO;2025;24;282;2;2075119.0;28645;7018354.0;2025-06-02
GO;2025;25;276;1;2075395.0;28646;7018354.0;2025-06-09
GO;2025;26;198;0;2075593.0;28646;7018354.0;2025-06-16
GO;2025;27;213;3;2075806.0;28649;7018354.0;2025-06-23
GO;2025;28;157;0;2075963.0;28649;7018354.0;2025-06-30
GO;2025;29;-45;0;2075963.0;28649;7018354.0;2025-07-07
GO;2025;30;-88;3;2075918.0;28652;7018354.0;2025-07-14
GO;2025;31;-246;2;2075830.0;28654;7018354.0;2025-07-21
GO;2025;32;-310;3;2075584.0;28657;7018354.0;2025-07-28
GO;2025;33;64;-1;2075338.0;28657;7018354.0;2025-08-04
GO;2025;34;509;4;2075847.0;28660;7018354.0;2025-08-11
GO;2025;35;784;0;2076631.0;28660;7018354.0;2025-08-18
GO;2025;36;0;0;2076631.0;28660;7018354.0;2025-08-25
MA;2020;9;0;0;0.0;0;7075181.0;2020-02-24
MA;2020;10;0;0;0.0;0;7075181.0;2020-02-24
MA;2020;11;0;0;0.0;0;7075181.0;2020-03-02
MA;2020;12;1;0;1.0;0;7075181.0;2020-03-09
MA;2020;13;13;0;14.0;0;7075181.0;2020-03-16
MA;2020;14;74;1;88.0;1;7075181.0;2020-03-23
MA;2020;15;256;20;344.0;21;7075181.0;2020-03-30
MA;2020;16;696;23;1040.0;44;7075181.0;2020-04-06
MA;2020;17;1065;56;2105.0;100;7075181.0;2020-04-13
MA;2020;18;1700;124;3805.0;224;7075181.0;2020-04-20
MA;2020;19;2971;131;6765.0;355;7075181.0;2020-04-27
MA;2020;20;4822;169;11592.0;524;7075181.0;2020-05-04
MA;2020;21;7169;198;18767.0;722;7075181.0;2020-05-11
MA;2020;22;13853;210;32620.0;932;7075181.0;2020-05-18
MA;2020;23;12850;200;45470.0;1132;7075181.0;2020-05-25
MA;2020;24;13389;304;58859.0;1436;7075181.0;2020-06-01
MA;2020;25;10814;248;69673.0;1684;7075181.0;2020-06-08
MA;2020;26;8442;259;78115.0;1943;7075181.0;2020-06-15
MA;2020;27;10942;242;89057.0;2185;7075181.0;2020-06-22
MA;2020;28;9341;241;98398.0;2426;7075181.0;2020-06-29
MA;2020;29;7694;250;106092.0;2676;7075181.0;2020-07-06
MA;2020;30;7471;222;113563.0;2898;7075181.0;2020-07-13
MA;2020;31;8018;134;121581.0;3032;7075181.0;2020-07-20
MA;2020;32;8119;122;129700.0;3154;7075181.0;2020-07-27
MA;2020;33;6580;99;136280.0;3253;7075181.0;2020-08-03
MA;2020;34;7593;87;143873.0;3340;7075181.0;2020-08-10
MA;2020;35;7022;84;150895.0;3424;7075181.0;2020-08-17
MA;2020;36;6949;75;157844.0;3499;7075181.0;2020-08-24
MA;2020;37;4632;70;162476.0;3569;7075181.0;2020-08-31
MA;2020;38;4857;74;167333.0;3643;7075181.0;2020-09-07
MA;2020;39;4147;71;171480.0;3714;7075181.0;2020-09-14
MA;2020;40;3738;73;175218.0;3787;7075181.0;2020-09-21
MA;2020;41;3331;73;178549.0;3860;7075181.0;2020-09-28
MA;2020;42;2338;63;180887.0;3923;7075181.0;2020-10-05
MA;2020;43;2876;64;183763.0;3987;7075181.0;2020-10-12
MA;2020;44;2064;66;185827.0;4053;7075181.0;2020-10-19
MA;2020;45;1728;66;187555.0;4119;7075181.0;2020-10-26
MA;2020;46;1946;52;189501.0;4171;7075181.0;2020-11-02
MA;2020;47;1626;53;191127.0;4224;7075181.0;2020-11-09
MA;2020;48;1926;55;193053.0;4279;7075181.0;2020-11-16
MA;2020;49;1967;56;195020.0;4335;7075181.0;2020-11-23
MA;2020;50;1986;40;197006.0;4375;7075181.0;2020-11-30
MA;2020;51;2088;45;199094.0;4420;7075181.0;2020-12-07
MA;2020;52;949;46;200043.0;4466;7075181.0;2020-12-14
MA;2020;53;895;34;200938.0;4500;7075181.0;2020-12-21
MA;2021;1;939;42;201915.0;4555;7075181.0;2020-12-28
MA;2021;2;1419;46;203334.0;4601;7075181.0;2021-01-04
MA;2021;3;2062;43;205396.0;4644;7075181.0;2021-01-11
MA;2021;4;2019;44;207415.0;4688;7075181.0;2021-01-18
MA;2021;5;2189;77;209604.0;4765;7075181.0;2021-01-25
MA;2021;6;3116;76;212720.0;4841;7075181.0;2021-02-01
MA;2021;7;3137;83;215857.0;4924;7075181.0;2021-02-08
MA;2021;8;3376;108;219233.0;5032;7075181.0;2021-02-15
MA;2021;9;3968;207;223201.0;5239;7075181.0;2021-02-22
MA;2021;10;4803;230;228004.0;5469;7075181.0;2021-03-01
MA;2021;11;5760;209;233764.0;5678;7075181.0;2021-03-08
MA;2021;12;5952;232;239716.0;5910;7075181.0;2021-03-15
MA;2021;13;4847;281;244563.0;6191;7075181.0;2021-03-22
MA;2021;14;3916;321;248479.0;6512;7075181.0;2021-03-29
MA;2021;15;6802;312;255281.0;6824;7075181.0;2021-04-05
MA;2021;16;6368;270;261649.0;7094;7075181.0;2021-04-12
MA;2021;17;5899;217;267548.0;7311;7075181.0;2021-04-19
MA;2021;18;5669;215;273217.0;7526;7075181.0;2021-04-26
MA;2021;19;5378;165;278595.0;7691;7075181.0;2021-05-03
MA;2021;20;5547;185;284142.0;7876;7075181.0;2021-05-10
MA;2021;21;5528;224;289670.0;8100;7075181.0;2021-05-17
MA;2021;22;4962;175;294632.0;8275;7075181.0;2021-05-24
MA;2021;23;6385;236;301017.0;8511;7075181.0;2021-05-31
MA;2021;24;6797;205;307814.0;8716;7075181.0;2021-06-07
MA;2021;25;7052;230;314866.0;8946;7075181.0;2021-06-14
MA;2021;26;5311;181;320177.0;9127;7075181.0;2021-06-21
MA;2021;27;5508;183;325685.0;9310;7075181.0;2021-06-28
MA;2021;28;4956;119;330641.0;9429;7075181.0;2021-07-05
MA;2021;29;2532;118;333173.0;9547;7075181.0;2021-07-12
MA;2021;30;3943;89;337116.0;9636;7075181.0;2021-07-19
MA;2021;31;3140;99;340256.0;9735;7075181.0;2021-07-26
MA;2021;32;2745;91;343001.0;9826;7075181.0;2021-08-02
MA;2021;33;2831;90;345832.0;9916;7075181.0;2021-08-09
MA;2021;34;2567;77;348399.0;9993;7075181.0;2021-08-16
MA;2021;35;2212;73;350611.0;10066;7075181.0;2021-08-23
